,From,To,From_Table,To_Table,Weight,Distance,Edge_Name
1875,1623,2587,Externaltransactions,Externalservices,100,0.0,Related_To
1876,653,2588,Warehouses,Products,90,78.23581542077453,Related_To
1877,723,2588,Warehouses,Products,100,0.0,Related_To
1878,666,2588,Warehouses,Products,100,0.0,Related_To
1879,862,2588,Warehouses,Products,100,0.0,Related_To
1880,1028,2588,Warehouses,Products,100,0.0,Related_To
1881,898,2588,Warehouses,Products,100,0.0,Related_To
1882,491,2588,Warehouses,Products,100,0.0,Related_To
1883,1002,2588,Warehouses,Products,100,0.0,Related_To
1884,182,2588,Warehouses,Products,100,0.0,Related_To
1885,451,2589,Warehouses,Products,85,44.07341983387689,Related_To
1886,641,2589,Warehouses,Products,100,0.0,Related_To
1887,241,2590,Warehouses,Products,85,45.89154988314726,Related_To
1888,423,2591,Warehouses,Products,85,43.98337235438052,Related_To
1889,530,2591,Warehouses,Products,100,0.0,Related_To
1890,324,2591,Warehouses,Products,100,0.0,Related_To
1891,198,2591,Warehouses,Products,100,0.0,Related_To
1892,291,2591,Warehouses,Products,100,0.0,Related_To
1893,867,2591,Warehouses,Products,100,0.0,Related_To
1894,1026,2591,Warehouses,Products,100,0.0,Related_To
1895,171,2591,Warehouses,Products,100,0.0,Related_To
1896,960,2591,Warehouses,Products,100,0.0,Related_To
1897,533,2591,Warehouses,Products,100,0.0,Related_To
1898,412,2592,Warehouses,Products,95,84.70784894054943,Related_To
1899,1062,2592,Warehouses,Products,100,0.0,Related_To
1900,1078,2592,Warehouses,Products,90,71.06449579158122,Related_To
1901,751,2592,Warehouses,Products,100,0.0,Related_To
1902,164,2592,Warehouses,Products,100,0.0,Related_To
1903,201,2592,Warehouses,Products,100,0.0,Related_To
1904,804,2592,Warehouses,Products,100,0.0,Related_To
1905,234,2592,Warehouses,Products,100,0.0,Related_To
1906,959,2593,Warehouses,Products,85,55.419368327430355,Related_To
1907,699,2593,Warehouses,Products,100,0.0,Related_To
1908,300,2593,Warehouses,Products,100,0.0,Related_To
1909,485,2593,Warehouses,Products,100,0.0,Related_To
1910,865,2593,Warehouses,Products,75,17.03299611344167,Related_To
1911,1025,2593,Warehouses,Products,85,59.69452270984491,Related_To
1912,189,2593,Warehouses,Products,100,0.0,Related_To
1913,164,2593,Warehouses,Products,100,0.0,Related_To
1914,761,2593,Warehouses,Products,100,0.0,Related_To
1915,1032,2593,Warehouses,Products,100,0.0,Related_To
1916,848,2594,Warehouses,Products,100,0.0,Related_To
1917,302,2595,Warehouses,Products,85,45.499060733161784,Related_To
1918,687,2595,Warehouses,Products,100,0.0,Related_To
1919,814,2595,Warehouses,Products,100,0.0,Related_To
1920,532,2595,Warehouses,Products,100,0.0,Related_To
1921,390,2595,Warehouses,Products,100,0.0,Related_To
1922,816,2595,Warehouses,Products,100,0.0,Related_To
1923,1148,2596,Warehouses,Products,80,27.55366825824111,Related_To
1924,169,2596,Warehouses,Products,100,0.0,Related_To
1925,877,2596,Warehouses,Products,100,0.0,Related_To
1926,345,2596,Warehouses,Products,100,0.0,Related_To
1927,887,2596,Warehouses,Products,100,0.0,Related_To
1928,575,2596,Warehouses,Products,100,0.0,Related_To
1929,443,2596,Warehouses,Products,100,0.0,Related_To
1930,886,2597,Warehouses,Products,95,98.0574797576016,Related_To
1931,617,2597,Warehouses,Products,100,0.0,Related_To
1932,275,2597,Warehouses,Products,100,0.0,Related_To
1933,202,2597,Warehouses,Products,100,0.0,Related_To
1934,337,2598,Warehouses,Products,85,53.50614728879436,Related_To
1935,316,2598,Warehouses,Products,100,0.0,Related_To
1936,386,2598,Warehouses,Products,100,0.0,Related_To
1937,933,2598,Warehouses,Products,100,0.0,Related_To
1938,373,2598,Warehouses,Products,100,0.0,Related_To
1939,732,2598,Warehouses,Products,100,0.0,Related_To
1940,796,2598,Warehouses,Products,100,0.0,Related_To
1941,425,2598,Warehouses,Products,85,41.45182875213043,Related_To
1942,693,2598,Warehouses,Products,100,0.0,Related_To
1943,795,2599,Warehouses,Products,100,0.0,Related_To
1944,824,2600,Warehouses,Products,85,46.94384850856739,Related_To
1945,854,2601,Warehouses,Products,85,57.560173346033544,Related_To
1946,243,2601,Warehouses,Products,80,35.38003045291518,Related_To
1947,401,2601,Warehouses,Products,100,0.0,Related_To
1948,460,2601,Warehouses,Products,95,84.07575084795789,Related_To
1949,497,2601,Warehouses,Products,100,0.0,Related_To
1950,906,2602,Warehouses,Products,90,65.32312187955232,Related_To
1951,908,2602,Warehouses,Products,100,0.0,Related_To
1952,360,2602,Warehouses,Products,100,0.0,Related_To
1953,1123,2602,Warehouses,Products,100,0.0,Related_To
1954,428,2603,Warehouses,Products,85,55.26320677750836,Related_To
1955,283,2603,Warehouses,Products,100,0.0,Related_To
1956,725,2603,Warehouses,Products,100,0.0,Related_To
1957,528,2603,Warehouses,Products,100,0.0,Related_To
1958,1080,2603,Warehouses,Products,100,0.0,Related_To
1959,790,2603,Warehouses,Products,100,0.0,Related_To
1960,338,2604,Warehouses,Products,100,0.0,Related_To
1961,949,2604,Warehouses,Products,100,0.0,Related_To
1962,365,2604,Warehouses,Products,100,0.0,Related_To
1963,902,2604,Warehouses,Products,100,0.0,Related_To
1964,361,2604,Warehouses,Products,100,0.0,Related_To
1965,654,2604,Warehouses,Products,80,30.922484376017124,Related_To
1966,1017,2604,Warehouses,Products,100,0.0,Related_To
1967,962,2605,Warehouses,Products,100,0.0,Related_To
1968,954,2605,Warehouses,Products,100,0.0,Related_To
1969,704,2605,Warehouses,Products,100,0.0,Related_To
1970,917,2606,Warehouses,Products,95,81.88327930020588,Related_To
1971,532,2606,Warehouses,Products,100,0.0,Related_To
1972,689,2606,Warehouses,Products,100,0.0,Related_To
1973,463,2606,Warehouses,Products,100,0.0,Related_To
1974,355,2606,Warehouses,Products,100,0.0,Related_To
1975,756,2606,Warehouses,Products,100,0.0,Related_To
1976,779,2606,Warehouses,Products,100,0.0,Related_To
1977,839,2606,Warehouses,Products,100,0.0,Related_To
1978,1033,2607,Warehouses,Products,100,0.0,Related_To
1979,566,2607,Warehouses,Products,100,0.0,Related_To
1980,462,2608,Warehouses,Products,100,0.0,Related_To
1981,356,2608,Warehouses,Products,100,0.0,Related_To
1982,619,2608,Warehouses,Products,100,0.0,Related_To
1983,827,2608,Warehouses,Products,100,0.0,Related_To
1984,343,2608,Warehouses,Products,100,0.0,Related_To
1985,608,2608,Warehouses,Products,100,0.0,Related_To
1986,175,2609,Warehouses,Products,80,27.517384234598033,Related_To
1987,534,2609,Warehouses,Products,100,0.0,Related_To
1988,452,2609,Warehouses,Products,100,0.0,Related_To
1989,344,2609,Warehouses,Products,100,0.0,Related_To
1990,928,2609,Warehouses,Products,100,0.0,Related_To
1991,483,2609,Warehouses,Products,80,31.942227076629816,Related_To
1992,384,2609,Warehouses,Products,85,58.74651289345001,Related_To
1993,153,2610,Warehouses,Products,95,84.90183827132225,Related_To
1994,679,2610,Warehouses,Products,100,0.0,Related_To
1995,239,2610,Warehouses,Products,100,0.0,Related_To
1996,253,2610,Warehouses,Products,100,0.0,Related_To
1997,192,2610,Warehouses,Products,100,0.0,Related_To
1998,1118,2610,Warehouses,Products,100,0.0,Related_To
1999,962,2610,Warehouses,Products,100,0.0,Related_To
2000,803,2611,Warehouses,Products,100,0.0,Related_To
2001,931,2611,Warehouses,Products,80,39.38396131034062,Related_To
2002,547,2612,Warehouses,Products,100,0.0,Related_To
2003,962,2612,Warehouses,Products,100,0.0,Related_To
2004,815,2612,Warehouses,Products,100,0.0,Related_To
2005,814,2612,Warehouses,Products,100,0.0,Related_To
2006,564,2613,Warehouses,Products,100,0.0,Related_To
2007,916,2613,Warehouses,Products,100,0.0,Related_To
2008,514,2613,Warehouses,Products,100,0.0,Related_To
2009,465,2614,Warehouses,Products,90,72.44884082667943,Related_To
2010,393,2614,Warehouses,Products,100,0.0,Related_To
2011,971,2614,Warehouses,Products,100,0.0,Related_To
2012,688,2615,Warehouses,Products,100,0.0,Related_To
2013,826,2616,Warehouses,Products,100,0.0,Related_To
2014,865,2616,Warehouses,Products,75,17.03299611344167,Related_To
2015,279,2616,Warehouses,Products,100,0.0,Related_To
2016,1109,2616,Warehouses,Products,100,0.0,Related_To
2017,352,2616,Warehouses,Products,100,0.0,Related_To
2018,861,2616,Warehouses,Products,100,0.0,Related_To
2019,553,2616,Warehouses,Products,100,0.0,Related_To
2020,414,2616,Warehouses,Products,100,0.0,Related_To
2021,275,2617,Warehouses,Products,100,0.0,Related_To
2022,445,2618,Warehouses,Products,100,0.0,Related_To
2023,293,2618,Warehouses,Products,80,30.92251432062006,Related_To
2024,734,2618,Warehouses,Products,100,0.0,Related_To
2025,1084,2618,Warehouses,Products,100,0.0,Related_To
2026,1017,2618,Warehouses,Products,100,0.0,Related_To
2027,751,2618,Warehouses,Products,100,0.0,Related_To
2028,1072,2618,Warehouses,Products,100,0.0,Related_To
2029,636,2619,Warehouses,Products,100,0.0,Related_To
2030,418,2619,Warehouses,Products,100,0.0,Related_To
2031,520,2619,Warehouses,Products,100,0.0,Related_To
2032,266,2619,Warehouses,Products,100,0.0,Related_To
2033,539,2619,Warehouses,Products,100,0.0,Related_To
2034,368,2619,Warehouses,Products,100,0.0,Related_To
2035,801,2619,Warehouses,Products,100,0.0,Related_To
2036,1053,2619,Warehouses,Products,100,0.0,Related_To
2037,677,2619,Warehouses,Products,100,0.0,Related_To
2038,814,2619,Warehouses,Products,100,0.0,Related_To
2039,870,2620,Warehouses,Products,85,57.69768914975247,Related_To
2040,567,2620,Warehouses,Products,100,0.0,Related_To
2041,313,2620,Warehouses,Products,100,0.0,Related_To
2042,981,2620,Warehouses,Products,100,0.0,Related_To
2043,1133,2620,Warehouses,Products,100,0.0,Related_To
2044,363,2621,Warehouses,Products,100,0.0,Related_To
2045,417,2621,Warehouses,Products,100,0.0,Related_To
2046,356,2621,Warehouses,Products,100,0.0,Related_To
2047,1058,2621,Warehouses,Products,100,0.0,Related_To
2048,476,2621,Warehouses,Products,100,0.0,Related_To
2049,158,2621,Warehouses,Products,100,0.0,Related_To
2050,963,2622,Warehouses,Products,100,0.0,Related_To
2051,217,2622,Warehouses,Products,100,0.0,Related_To
2052,863,2622,Warehouses,Products,85,56.217233796614195,Related_To
2053,600,2622,Warehouses,Products,100,0.0,Related_To
2054,1137,2622,Warehouses,Products,100,0.0,Related_To
2055,455,2622,Warehouses,Products,100,0.0,Related_To
2056,431,2622,Warehouses,Products,100,0.0,Related_To
2057,892,2622,Warehouses,Products,100,0.0,Related_To
2058,538,2623,Warehouses,Products,100,0.0,Related_To
2059,421,2623,Warehouses,Products,90,77.52129190170452,Related_To
2060,621,2623,Warehouses,Products,100,0.0,Related_To
2061,596,2623,Warehouses,Products,100,0.0,Related_To
2062,192,2623,Warehouses,Products,100,0.0,Related_To
2063,825,2623,Warehouses,Products,100,0.0,Related_To
2064,207,2623,Warehouses,Products,100,0.0,Related_To
2065,686,2623,Warehouses,Products,100,0.0,Related_To
2066,610,2624,Warehouses,Products,95,80.41777232668969,Related_To
2067,924,2624,Warehouses,Products,100,0.0,Related_To
2068,231,2624,Warehouses,Products,100,0.0,Related_To
2069,252,2624,Warehouses,Products,100,0.0,Related_To
2070,223,2624,Warehouses,Products,100,0.0,Related_To
2071,212,2624,Warehouses,Products,100,0.0,Related_To
2072,751,2624,Warehouses,Products,100,0.0,Related_To
2073,429,2624,Warehouses,Products,100,0.0,Related_To
2074,499,2624,Warehouses,Products,100,0.0,Related_To
2075,347,2625,Warehouses,Products,100,0.0,Related_To
2076,308,2625,Warehouses,Products,100,0.0,Related_To
2077,920,2625,Warehouses,Products,100,0.0,Related_To
2078,233,2625,Warehouses,Products,100,0.0,Related_To
2079,533,2625,Warehouses,Products,100,0.0,Related_To
2080,1059,2625,Warehouses,Products,75,16.269607229616177,Related_To
2081,677,2625,Warehouses,Products,100,0.0,Related_To
2082,1019,2625,Warehouses,Products,100,0.0,Related_To
2083,408,2625,Warehouses,Products,100,0.0,Related_To
2084,469,2625,Warehouses,Products,100,0.0,Related_To
2085,1077,2626,Warehouses,Products,85,47.19327190853264,Related_To
2086,177,2626,Warehouses,Products,100,0.0,Related_To
2087,454,2626,Warehouses,Products,100,0.0,Related_To
2088,1059,2626,Warehouses,Products,75,16.269607229616177,Related_To
2089,794,2626,Warehouses,Products,100,0.0,Related_To
2090,235,2627,Warehouses,Products,100,0.0,Related_To
2091,459,2627,Warehouses,Products,100,0.0,Related_To
2092,524,2627,Warehouses,Products,100,0.0,Related_To
2093,343,2627,Warehouses,Products,100,0.0,Related_To
2094,1103,2627,Warehouses,Products,100,0.0,Related_To
2095,402,2627,Warehouses,Products,100,0.0,Related_To
2096,806,2627,Warehouses,Products,100,0.0,Related_To
2097,449,2627,Warehouses,Products,100,0.0,Related_To
2098,219,2628,Warehouses,Products,100,0.0,Related_To
2099,761,2628,Warehouses,Products,100,0.0,Related_To
2100,272,2628,Warehouses,Products,85,42.276340934387164,Related_To
2101,1146,2628,Warehouses,Products,100,0.0,Related_To
2102,324,2628,Warehouses,Products,100,0.0,Related_To
2103,559,2628,Warehouses,Products,100,0.0,Related_To
2104,749,2628,Warehouses,Products,100,0.0,Related_To
2105,277,2628,Warehouses,Products,100,0.0,Related_To
2106,620,2628,Warehouses,Products,100,0.0,Related_To
2107,1026,2628,Warehouses,Products,100,0.0,Related_To
2108,758,2629,Warehouses,Products,100,0.0,Related_To
2109,489,2629,Warehouses,Products,100,0.0,Related_To
2110,328,2629,Warehouses,Products,100,0.0,Related_To
2111,167,2629,Warehouses,Products,100,0.0,Related_To
2112,293,2629,Warehouses,Products,80,30.92251432062006,Related_To
2113,724,2629,Warehouses,Products,100,0.0,Related_To
2114,366,2629,Warehouses,Products,100,0.0,Related_To
2115,350,2630,Warehouses,Products,100,0.0,Related_To
2116,479,2630,Warehouses,Products,100,0.0,Related_To
2117,258,2630,Warehouses,Products,90,71.13864317182323,Related_To
2118,1037,2630,Warehouses,Products,100,0.0,Related_To
2119,1064,2630,Warehouses,Products,100,0.0,Related_To
2120,1133,2631,Warehouses,Products,100,0.0,Related_To
2121,1084,2632,Warehouses,Products,100,0.0,Related_To
2122,922,2632,Warehouses,Products,100,0.0,Related_To
2123,732,2633,Warehouses,Products,100,0.0,Related_To
2124,846,2633,Warehouses,Products,100,0.0,Related_To
2125,269,2633,Warehouses,Products,100,0.0,Related_To
2126,975,2633,Warehouses,Products,100,0.0,Related_To
2127,218,2633,Warehouses,Products,100,0.0,Related_To
2128,319,2633,Warehouses,Products,100,0.0,Related_To
2129,1012,2633,Warehouses,Products,100,0.0,Related_To
2130,457,2633,Warehouses,Products,100,0.0,Related_To
2131,1051,2633,Warehouses,Products,100,0.0,Related_To
2132,458,2633,Warehouses,Products,100,0.0,Related_To
2133,580,2634,Warehouses,Products,100,0.0,Related_To
2134,792,2634,Warehouses,Products,100,0.0,Related_To
2135,521,2634,Warehouses,Products,100,0.0,Related_To
2136,393,2634,Warehouses,Products,100,0.0,Related_To
2137,419,2634,Warehouses,Products,100,0.0,Related_To
2138,731,2634,Warehouses,Products,100,0.0,Related_To
2139,430,2635,Warehouses,Products,100,0.0,Related_To
2140,414,2636,Warehouses,Products,100,0.0,Related_To
2141,781,2636,Warehouses,Products,100,0.0,Related_To
2142,875,2636,Warehouses,Products,100,0.0,Related_To
2143,883,2636,Warehouses,Products,100,0.0,Related_To
2144,1057,2636,Warehouses,Products,100,0.0,Related_To
2145,454,2636,Warehouses,Products,100,0.0,Related_To
2146,270,2636,Warehouses,Products,100,0.0,Related_To
2147,611,2636,Warehouses,Products,100,0.0,Related_To
2148,987,2637,Warehouses,Products,100,0.0,Related_To
2149,1103,2637,Warehouses,Products,100,0.0,Related_To
2150,727,2637,Warehouses,Products,100,0.0,Related_To
2151,296,2637,Warehouses,Products,100,0.0,Related_To
2152,857,2637,Warehouses,Products,100,0.0,Related_To
2153,281,2637,Warehouses,Products,100,0.0,Related_To
2154,760,2638,Warehouses,Products,100,0.0,Related_To
2155,602,2638,Warehouses,Products,100,0.0,Related_To
2156,490,2638,Warehouses,Products,100,0.0,Related_To
2157,544,2638,Warehouses,Products,100,0.0,Related_To
2158,848,2639,Warehouses,Products,100,0.0,Related_To
2159,249,2639,Warehouses,Products,100,0.0,Related_To
2160,1004,2639,Warehouses,Products,100,0.0,Related_To
2161,596,2639,Warehouses,Products,100,0.0,Related_To
2162,1084,2639,Warehouses,Products,100,0.0,Related_To
2163,1126,2639,Warehouses,Products,100,0.0,Related_To
2164,246,2639,Warehouses,Products,100,0.0,Related_To
2165,318,2640,Warehouses,Products,100,0.0,Related_To
2166,553,2640,Warehouses,Products,100,0.0,Related_To
2167,645,2641,Warehouses,Products,100,0.0,Related_To
2168,925,2641,Warehouses,Products,100,0.0,Related_To
2169,988,2641,Warehouses,Products,100,0.0,Related_To
2170,334,2641,Warehouses,Products,100,0.0,Related_To
2171,409,2641,Warehouses,Products,100,0.0,Related_To
2172,398,2641,Warehouses,Products,100,0.0,Related_To
